frame_size,threshold,ratio,psnr
1024,0.0392156862745098,173.53745219182113,51.71867758756167
2048,0.00392156862745098,159.8000108365843,52.30318175924408
2048,0.00784313725490196,159.8000108365843,52.30318175924408
2048,0.011764705882352941,159.8000108365843,52.30318175924408
2048,0.01568627450980392,161.9498654659272,52.21326206839298
2048,0.0196078431372549,164.44209645943687,52.09813703880072
2048,0.023529411764705882,164.19491147979068,52.099530071973064
2048,0.027450980392156862,164.2131959910913,52.08834891264941
2048,0.03137254901960784,167.16369098225925,51.75336001472612
2048,0.03529411764705882,167.32491773516395,51.75226998560689
2048,0.0392156862745098,167.23004082558404,51.7437788650976
4096,0.00392156862745098,158.85322632769578,52.047948140585504
4096,0.00784313725490196,158.85322632769578,52.047948140585504
4096,0.011764705882352941,158.85322632769578,52.047948140585504
4096,0.01568627450980392,158.85322632769578,52.047948140585504
4096,0.0196078431372549,158.85322632769578,52.047948140585504
4096,0.023529411764705882,158.85322632769578,52.047948140585504
4096,0.027450980392156862,158.85322632769578,52.047948140585504
4096,0.03137254901960784,158.85322632769578,52.047948140585504
4096,0.03529411764705882,158.85322632769578,52.047948140585504
4096,0.0392156862745098,158.85322632769578,52.047948140585504
8192,0.00392156862745098,158.89292311244517,51.31784624640228
8192,0.00784313725490196,158.89292311244517,51.31784624640228
8192,0.011764705882352941,158.89292311244517,51.31784624640228
8192,0.01568627450980392,158.89292311244517,51.31784624640228
8192,0.0196078431372549,158.89292311244517,51.31784624640228
8192,0.023529411764705882,158.89292311244517,51.31784624640228
8192,0.027450980392156862,158.89292311244517,51.31784624640228
8192,0.03137254901960784,158.89292311244517,51.31784624640228
8192,0.03529411764705882,158.89292311244517,51.31784624640228
8192,0.0392156862745098,158.89292311244517,51.31784624640228
